product_key,product_id,product_name,category,subcategory,brand,mrp,standard_cost,standard_margin_pct,price_band,is_perishable,is_active,launch_year
251,251,Furniture Model 701,Home & Kitchen,Furniture,Brand48,49923.0,29345.0,41.22,Luxury,0,1,2021
252,252,Tablets Model 148,Electronics,Tablets,Brand04,117023.0,71521.0,38.88,Luxury,0,1,2015
253,253,Staples Model 461,Grocery,Staples,Brand21,109.0,55.0,49.54,Budget,1,1,2017
254,254,Snacks Model 996,Grocery,Snacks,Brand16,541.0,231.0,57.3,Mid-Range,1,1,2018
255,255,Appliances Model 584,Home & Kitchen,Appliances,Brand46,32824.0,15160.0,53.81,Luxury,0,1,2020
256,256,Dairy Model 924,Grocery,Dairy,Brand39,900.0,501.0,44.33,Mid-Range,1,1,2022
257,257,Cricket Model 156,Sports,Cricket,Brand49,29094.0,13495.0,53.62,Luxury,0,1,2015
258,258,Cookware Model 222,Home & Kitchen,Cookware,Brand13,1231.0,659.0,46.47,Mid-Range,0,1,2015
259,259,Snacks Model 699,Grocery,Snacks,Brand16,1050.0,651.0,38.0,Mid-Range,1,1,2021
260,260,Men Clothing Model 845,Fashion,Men Clothing,Brand13,6891.0,3331.0,51.66,Premium,0,1,2017
261,261,Cricket Model 759,Sports,Cricket,Brand01,9929.0,4999.0,49.65,Premium,0,1,2018
262,262,Laptops Model 758,Electronics,Laptops,Brand01,115116.0,68660.0,40.36,Luxury,0,1,2019
263,263,Men Clothing Model 891,Fashion,Men Clothing,Brand04,10062.0,5617.0,44.18,Premium,0,1,2022
264,264,Appliances Model 134,Home & Kitchen,Appliances,Brand39,10167.0,5430.0,46.59,Premium,0,1,2018
265,265,Women Clothing Model 191,Fashion,Women Clothing,Brand09,1477.0,834.0,43.53,Mid-Range,0,1,2017
266,266,Tablets Model 780,Electronics,Tablets,Brand01,18933.0,12301.0,35.03,Premium,0,1,2019
267,267,Football Model 961,Sports,Football,Brand34,18509.0,10137.0,45.23,Premium,0,1,2022
268,268,Fitness Equipment Model 816,Sports,Fitness Equipment,Brand11,24469.0,14143.0,42.2,Premium,0,1,2020
269,269,Accessories Model 689,Fashion,Accessories,Brand34,6905.0,3977.0,42.4,Premium,0,1,2017
270,270,Footwear Model 896,Fashion,Footwear,Brand42,2784.0,1770.0,36.42,Mid-Range,0,1,2017
271,271,Cricket Model 319,Sports,Cricket,Brand09,21368.0,11986.0,43.91,Premium,0,1,2022
272,272,Beverages Model 689,Grocery,Beverages,Brand17,559.0,361.0,35.42,Mid-Range,1,1,2018
273,273,Appliances Model 673,Home & Kitchen,Appliances,Brand14,7604.0,3731.0,50.93,Premium,0,1,2022
274,274,Women Clothing Model 501,Fashion,Women Clothing,Brand19,13815.0,6514.0,52.85,Premium,0,1,2015
275,275,Dairy Model 907,Grocery,Dairy,Brand43,684.0,336.0,50.88,Mid-Range,1,1,2021
276,276,Fragrances Model 525,Beauty,Fragrances,Brand38,4887.0,2851.0,41.66,Mid-Range,0,1,2018
277,277,Outdoor Model 212,Sports,Outdoor,Brand07,27357.0,15524.0,43.25,Luxury,0,1,2019
278,278,Dairy Model 744,Grocery,Dairy,Brand13,908.0,538.0,40.75,Mid-Range,1,1,2019
279,279,Smart TV Model 317,Electronics,Smart TV,Brand24,9549.0,4910.0,48.58,Premium,0,1,2015
280,280,Fitness Equipment Model 652,Sports,Fitness Equipment,Brand02,29429.0,12473.0,57.62,Luxury,0,1,2017
281,281,Accessories Model 210,Fashion,Accessories,Brand21,10012.0,5563.0,44.44,Premium,0,1,2015
282,282,Skincare Model 490,Beauty,Skincare,Brand24,2356.0,1478.0,37.27,Mid-Range,0,1,2017
283,283,Cookware Model 989,Home & Kitchen,Cookware,Brand23,6775.0,3906.0,42.35,Premium,0,1,2022
284,284,Cookware Model 907,Home & Kitchen,Cookware,Brand44,12436.0,6901.0,44.51,Premium,0,1,2021
285,285,Dairy Model 867,Grocery,Dairy,Brand39,315.0,145.0,53.97,Budget,1,1,2020
286,286,Furniture Model 988,Home & Kitchen,Furniture,Brand43,11702.0,6078.0,48.06,Premium,0,1,2022
287,287,Beverages Model 308,Grocery,Beverages,Brand20,365.0,157.0,56.99,Budget,1,1,2022
288,288,Women Clothing Model 972,Fashion,Women Clothing,Brand39,10867.0,6855.0,36.92,Premium,0,1,2020
289,289,Fragrances Model 278,Beauty,Fragrances,Brand29,3621.0,2174.0,39.96,Mid-Range,0,1,2016
290,290,Tablets Model 731,Electronics,Tablets,Brand38,46335.0,25623.0,44.7,Luxury,0,1,2015
291,291,Mobile Phones Model 394,Electronics,Mobile Phones,Brand05,119206.0,73070.0,38.7,Luxury,0,1,2021
292,292,Footwear Model 762,Fashion,Footwear,Brand43,1762.0,825.0,53.18,Mid-Range,0,1,2018
293,293,Laptops Model 336,Electronics,Laptops,Brand15,29644.0,12299.0,58.51,Luxury,0,1,2016
294,294,Smart TV Model 216,Electronics,Smart TV,Brand38,15609.0,9448.0,39.47,Premium,0,1,2020
295,295,Outdoor Model 545,Sports,Outdoor,Brand36,8614.0,3814.0,55.72,Premium,0,1,2020
296,296,Fragrances Model 857,Beauty,Fragrances,Brand15,792.0,374.0,52.78,Mid-Range,0,1,2022
297,297,Skincare Model 186,Beauty,Skincare,Brand28,3341.0,1508.0,54.86,Mid-Range,0,1,2019
298,298,Cookware Model 697,Home & Kitchen,Cookware,Brand44,12595.0,8015.0,36.36,Premium,0,1,2015
299,299,Beverages Model 449,Grocery,Beverages,Brand07,1584.0,911.0,42.49,Mid-Range,1,1,2017
300,300,Cricket Model 782,Sports,Cricket,Brand20,7833.0,4522.0,42.27,Premium,0,1,2018
301,301,Makeup Model 989,Beauty,Makeup,Brand09,3092.0,1257.0,59.35,Mid-Range,0,1,2017
302,302,Accessories Model 577,Fashion,Accessories,Brand02,14199.0,6097.0,57.06,Premium,0,1,2016
303,303,Fitness Equipment Model 894,Sports,Fitness Equipment,Brand09,13858.0,8025.0,42.09,Premium,0,0,2017
304,304,Accessories Model 359,Fashion,Accessories,Brand11,429.0,198.0,53.85,Budget,0,1,2017
305,305,Beverages Model 694,Grocery,Beverages,Brand15,60.0,29.0,51.67,Budget,1,1,2019
306,306,Outdoor Model 258,Sports,Outdoor,Brand25,21291.0,11273.0,47.05,Premium,0,1,2020
307,307,Headphones Model 763,Electronics,Headphones,Brand04,51895.0,26202.0,49.51,Luxury,0,1,2015
308,308,Mobile Phones Model 372,Electronics,Mobile Phones,Brand08,85977.0,37154.0,56.79,Luxury,0,1,2017
309,309,Appliances Model 483,Home & Kitchen,Appliances,Brand18,41455.0,17041.0,58.89,Luxury,0,1,2016
310,310,Appliances Model 483,Home & Kitchen,Appliances,Brand01,40034.0,25437.0,36.46,Luxury,0,1,2017
311,311,Bedding Model 602,Home & Kitchen,Bedding,Brand25,25508.0,11019.0,56.8,Luxury,0,1,2021
312,312,Headphones Model 858,Electronics,Headphones,Brand30,46123.0,23095.0,49.93,Luxury,0,1,2015
313,313,Furniture Model 327,Home & Kitchen,Furniture,Brand15,46555.0,27629.0,40.65,Luxury,0,1,2017
314,314,Fitness Equipment Model 476,Sports,Fitness Equipment,Brand05,886.0,450.0,49.21,Mid-Range,0,1,2016
315,315,Football Model 505,Sports,Football,Brand37,4163.0,2658.0,36.15,Mid-Range,0,1,2015
316,316,Snacks Model 632,Grocery,Snacks,Brand23,1473.0,639.0,56.62,Mid-Range,1,0,2016
317,317,Headphones Model 390,Electronics,Headphones,Brand07,91945.0,55003.0,40.18,Luxury,0,1,2021
318,318,Staples Model 981,Grocery,Staples,Brand30,456.0,229.0,49.78,Budget,1,1,2020
319,319,Makeup Model 920,Beauty,Makeup,Brand48,2671.0,1522.0,43.02,Mid-Range,0,1,2015
320,320,Accessories Model 713,Fashion,Accessories,Brand47,14947.0,7915.0,47.05,Premium,0,1,2019
321,321,Fragrances Model 899,Beauty,Fragrances,Brand13,3671.0,1912.0,47.92,Mid-Range,0,1,2016
322,322,Cricket Model 584,Sports,Cricket,Brand13,12051.0,5129.0,57.44,Premium,0,1,2019
323,323,Mobile Phones Model 187,Electronics,Mobile Phones,Brand36,61642.0,35066.0,43.11,Luxury,0,1,2017
324,324,Fitness Equipment Model 195,Sports,Fitness Equipment,Brand04,2806.0,1246.0,55.6,Mid-Range,0,1,2021
325,325,Football Model 656,Sports,Football,Brand38,3307.0,1658.0,49.86,Mid-Range,0,1,2019
326,326,Makeup Model 240,Beauty,Makeup,Brand10,296.0,164.0,44.59,Budget,0,1,2022
327,327,Dairy Model 545,Grocery,Dairy,Brand41,1394.0,752.0,46.05,Mid-Range,1,1,2018
328,328,Dairy Model 423,Grocery,Dairy,Brand07,1267.0,665.0,47.51,Mid-Range,1,1,2015
329,329,Dairy Model 332,Grocery,Dairy,Brand34,192.0,121.0,36.98,Budget,1,1,2020
330,330,Headphones Model 373,Electronics,Headphones,Brand14,10270.0,6204.0,39.59,Premium,0,1,2019
331,331,Bedding Model 255,Home & Kitchen,Bedding,Brand30,21193.0,12703.0,40.06,Premium,0,1,2021
332,332,Haircare Model 440,Beauty,Haircare,Brand10,2728.0,1612.0,40.91,Mid-Range,0,1,2018
333,333,Cricket Model 452,Sports,Cricket,Brand18,22065.0,13330.0,39.59,Premium,0,1,2021
334,334,Outdoor Model 391,Sports,Outdoor,Brand42,4968.0,2301.0,53.68,Mid-Range,0,1,2015
335,335,Bedding Model 814,Home & Kitchen,Bedding,Brand23,30798.0,19218.0,37.6,Luxury,0,1,2019
336,336,Cookware Model 886,Home & Kitchen,Cookware,Brand30,8383.0,4913.0,41.39,Premium,0,1,2015
337,337,Smart TV Model 520,Electronics,Smart TV,Brand06,112760.0,50237.0,55.45,Luxury,0,1,2021
338,338,Tablets Model 442,Electronics,Tablets,Brand11,68375.0,29441.0,56.94,Luxury,0,1,2016
339,339,Smart TV Model 557,Electronics,Smart TV,Brand34,85073.0,36570.0,57.01,Luxury,0,1,2022
340,340,Cookware Model 417,Home & Kitchen,Cookware,Brand07,40839.0,19931.0,51.2,Luxury,0,1,2020
341,341,Beverages Model 575,Grocery,Beverages,Brand31,175.0,107.0,38.86,Budget,1,1,2021
342,342,Smart TV Model 611,Electronics,Smart TV,Brand38,75335.0,44137.0,41.41,Luxury,0,1,2021
343,343,Cookware Model 935,Home & Kitchen,Cookware,Brand15,14025.0,7432.0,47.01,Premium,0,1,2020
344,344,Outdoor Model 295,Sports,Outdoor,Brand16,1471.0,804.0,45.34,Mid-Range,0,0,2017
345,345,Tablets Model 786,Electronics,Tablets,Brand46,79004.0,40592.0,48.62,Luxury,0,1,2021
346,346,Football Model 671,Sports,Football,Brand02,25234.0,15759.0,37.55,Luxury,0,1,2018
347,347,Fitness Equipment Model 186,Sports,Fitness Equipment,Brand46,17297.0,9894.0,42.8,Premium,0,1,2017
348,348,Staples Model 434,Grocery,Staples,Brand03,1253.0,527.0,57.94,Mid-Range,1,1,2015
349,349,Outdoor Model 695,Sports,Outdoor,Brand42,24611.0,15329.0,37.71,Premium,0,1,2020
350,350,Women Clothing Model 640,Fashion,Women Clothing,Brand40,6924.0,3966.0,42.72,Premium,0,1,2015
351,351,Accessories Model 404,Fashion,Accessories,Brand45,3462.0,1613.0,53.41,Mid-Range,0,1,2016
352,352,Football Model 177,Sports,Football,Brand31,3479.0,2173.0,37.54,Mid-Range,0,1,2018
353,353,Fitness Equipment Model 452,Sports,Fitness Equipment,Brand42,20584.0,13108.0,36.32,Premium,0,1,2015
354,354,Dairy Model 311,Grocery,Dairy,Brand38,465.0,280.0,39.78,Budget,1,1,2017
355,355,Bedding Model 945,Home & Kitchen,Bedding,Brand25,17368.0,7641.0,56.01,Premium,0,1,2019
356,356,Skincare Model 225,Beauty,Skincare,Brand44,523.0,296.0,43.4,Mid-Range,0,1,2018
357,357,Football Model 942,Sports,Football,Brand45,16992.0,8004.0,52.9,Premium,0,1,2022
358,358,Cricket Model 824,Sports,Cricket,Brand43,17515.0,7195.0,58.92,Premium,0,1,2021
359,359,Mobile Phones Model 151,Electronics,Mobile Phones,Brand47,61755.0,25796.0,58.23,Luxury,0,1,2022
360,360,Outdoor Model 161,Sports,Outdoor,Brand22,29613.0,14135.0,52.27,Luxury,0,1,2022
361,361,Smart TV Model 678,Electronics,Smart TV,Brand04,32191.0,15239.0,52.66,Luxury,0,1,2016
362,362,Mobile Phones Model 142,Electronics,Mobile Phones,Brand09,97683.0,45800.0,53.11,Luxury,0,1,2021
363,363,Outdoor Model 701,Sports,Outdoor,Brand34,11512.0,6842.0,40.57,Premium,0,1,2017
364,364,Fitness Equipment Model 588,Sports,Fitness Equipment,Brand24,27136.0,13213.0,51.31,Luxury,0,1,2017
365,365,Women Clothing Model 166,Fashion,Women Clothing,Brand17,3880.0,2436.0,37.22,Mid-Range,0,1,2015
366,366,Beverages Model 401,Grocery,Beverages,Brand30,978.0,578.0,40.9,Mid-Range,1,1,2018
367,367,Headphones Model 351,Electronics,Headphones,Brand50,77429.0,44964.0,41.93,Luxury,0,1,2021
368,368,Smart TV Model 882,Electronics,Smart TV,Brand25,91321.0,44177.0,51.62,Luxury,0,1,2020
369,369,Beverages Model 119,Grocery,Beverages,Brand01,1398.0,621.0,55.58,Mid-Range,1,1,2022
370,370,Tablets Model 822,Electronics,Tablets,Brand46,58549.0,32307.0,44.82,Luxury,0,1,2016
371,371,Staples Model 121,Grocery,Staples,Brand16,1428.0,898.0,37.11,Mid-Range,1,1,2021
372,372,Women Clothing Model 839,Fashion,Women Clothing,Brand19,7002.0,3221.0,54.0,Premium,0,1,2015
373,373,Accessories Model 374,Fashion,Accessories,Brand39,6192.0,2670.0,56.88,Premium,0,1,2019
374,374,Furniture Model 809,Home & Kitchen,Furniture,Brand20,20919.0,9374.0,55.19,Premium,0,1,2021
375,375,Makeup Model 934,Beauty,Makeup,Brand05,2308.0,965.0,58.19,Mid-Range,0,1,2022
376,376,Haircare Model 314,Beauty,Haircare,Brand38,1407.0,764.0,45.7,Mid-Range,0,1,2017
377,377,Smart TV Model 179,Electronics,Smart TV,Brand36,24218.0,15409.0,36.37,Premium,0,1,2017
378,378,Fitness Equipment Model 673,Sports,Fitness Equipment,Brand49,20143.0,9708.0,51.8,Premium,0,1,2017
379,379,Headphones Model 794,Electronics,Headphones,Brand23,117743.0,56544.0,51.98,Luxury,0,1,2020
380,380,Accessories Model 100,Fashion,Accessories,Brand12,4078.0,2300.0,43.6,Mid-Range,0,1,2022
381,381,Skincare Model 619,Beauty,Skincare,Brand07,2541.0,1367.0,46.2,Mid-Range,0,1,2020
382,382,Men Clothing Model 805,Fashion,Men Clothing,Brand14,1440.0,816.0,43.33,Mid-Range,0,1,2017
383,383,Cricket Model 705,Sports,Cricket,Brand36,15559.0,7368.0,52.64,Premium,0,1,2019
384,384,Outdoor Model 539,Sports,Outdoor,Brand47,29647.0,15610.0,47.35,Luxury,0,1,2017
385,385,Laptops Model 927,Electronics,Laptops,Brand10,35307.0,16512.0,53.23,Luxury,0,1,2021
386,386,Headphones Model 880,Electronics,Headphones,Brand14,50175.0,28138.0,43.92,Luxury,0,1,2018
387,387,Outdoor Model 590,Sports,Outdoor,Brand41,19861.0,12127.0,38.94,Premium,0,1,2019
388,388,Football Model 822,Sports,Football,Brand47,11082.0,5277.0,52.38,Premium,0,1,2015
389,389,Outdoor Model 819,Sports,Outdoor,Brand32,20063.0,11824.0,41.07,Premium,0,1,2020
390,390,Cookware Model 534,Home & Kitchen,Cookware,Brand25,3448.0,2052.0,40.49,Mid-Range,0,1,2016
391,391,Makeup Model 476,Beauty,Makeup,Brand03,1845.0,1022.0,44.61,Mid-Range,0,0,2017
392,392,Men Clothing Model 414,Fashion,Men Clothing,Brand24,10738.0,6834.0,36.36,Premium,0,1,2016
393,393,Cookware Model 400,Home & Kitchen,Cookware,Brand29,18186.0,9869.0,45.73,Premium,0,1,2017
394,394,Bedding Model 914,Home & Kitchen,Bedding,Brand22,12452.0,7187.0,42.28,Premium,0,1,2018
395,395,Haircare Model 365,Beauty,Haircare,Brand07,1341.0,716.0,46.61,Mid-Range,0,1,2016
396,396,Bedding Model 154,Home & Kitchen,Bedding,Brand30,32847.0,16703.0,49.15,Luxury,0,1,2015
397,397,Accessories Model 565,Fashion,Accessories,Brand25,1745.0,1058.0,39.37,Mid-Range,0,1,2017
398,398,Furniture Model 715,Home & Kitchen,Furniture,Brand20,24195.0,15656.0,35.29,Premium,0,1,2017
399,399,Haircare Model 908,Beauty,Haircare,Brand09,3594.0,2240.0,37.67,Mid-Range,0,0,2022
400,400,Beverages Model 230,Grocery,Beverages,Brand41,216.0,101.0,53.24,Budget,1,1,2015
401,401,Outdoor Model 931,Sports,Outdoor,Brand20,1668.0,881.0,47.18,Mid-Range,0,1,2017
402,402,Cookware Model 160,Home & Kitchen,Cookware,Brand06,6361.0,2945.0,53.7,Premium,0,1,2020
403,403,Skincare Model 164,Beauty,Skincare,Brand09,141.0,90.0,36.17,Budget,0,1,2019
404,404,Tablets Model 492,Electronics,Tablets,Brand23,61446.0,32621.0,46.91,Luxury,0,1,2016
405,405,Beverages Model 513,Grocery,Beverages,Brand09,1938.0,836.0,56.86,Mid-Range,1,1,2016
406,406,Furniture Model 993,Home & Kitchen,Furniture,Brand30,14915.0,9068.0,39.2,Premium,0,1,2019
407,407,Appliances Model 595,Home & Kitchen,Appliances,Brand26,8457.0,5022.0,40.62,Premium,0,1,2017
408,408,Fitness Equipment Model 743,Sports,Fitness Equipment,Brand23,3876.0,2405.0,37.95,Mid-Range,0,1,2018
409,409,Fragrances Model 597,Beauty,Fragrances,Brand25,3821.0,1694.0,55.67,Mid-Range,0,1,2021
410,410,Headphones Model 795,Electronics,Headphones,Brand21,33849.0,14186.0,58.09,Luxury,0,1,2015
411,411,Football Model 179,Sports,Football,Brand45,3657.0,1982.0,45.8,Mid-Range,0,1,2019
412,412,Cricket Model 118,Sports,Cricket,Brand22,17364.0,6955.0,59.95,Premium,0,1,2022
413,413,Accessories Model 213,Fashion,Accessories,Brand29,3099.0,1580.0,49.02,Mid-Range,0,1,2020
414,414,Men Clothing Model 216,Fashion,Men Clothing,Brand05,14887.0,6231.0,58.14,Premium,0,1,2021
415,415,Appliances Model 761,Home & Kitchen,Appliances,Brand33,35368.0,14327.0,59.49,Luxury,0,1,2019
416,416,Staples Model 306,Grocery,Staples,Brand41,1355.0,847.0,37.49,Mid-Range,1,1,2015
417,417,Furniture Model 389,Home & Kitchen,Furniture,Brand23,28538.0,13299.0,53.4,Luxury,0,0,2017
418,418,Dairy Model 953,Grocery,Dairy,Brand39,557.0,346.0,37.88,Mid-Range,1,1,2020
419,419,Appliances Model 364,Home & Kitchen,Appliances,Brand30,39934.0,23883.0,40.19,Luxury,0,1,2022
420,420,Haircare Model 254,Beauty,Haircare,Brand33,2693.0,1480.0,45.04,Mid-Range,0,1,2020
421,421,Makeup Model 146,Beauty,Makeup,Brand01,2049.0,1281.0,37.48,Mid-Range,0,1,2018
422,422,Furniture Model 892,Home & Kitchen,Furniture,Brand36,29156.0,14765.0,49.36,Luxury,0,1,2017
423,423,Appliances Model 161,Home & Kitchen,Appliances,Brand26,32282.0,17683.0,45.22,Luxury,0,0,2017
424,424,Skincare Model 140,Beauty,Skincare,Brand21,2229.0,1337.0,40.02,Mid-Range,0,0,2021
425,425,Bedding Model 882,Home & Kitchen,Bedding,Brand28,12514.0,6248.0,50.07,Premium,0,1,2019
426,426,Makeup Model 300,Beauty,Makeup,Brand45,1388.0,834.0,39.91,Mid-Range,0,1,2015
427,427,Fragrances Model 562,Beauty,Fragrances,Brand17,3184.0,1585.0,50.22,Mid-Range,0,1,2021
428,428,Appliances Model 338,Home & Kitchen,Appliances,Brand25,11718.0,7233.0,38.27,Premium,0,1,2017
429,429,Skincare Model 239,Beauty,Skincare,Brand18,1933.0,1116.0,42.27,Mid-Range,0,1,2015
430,430,Outdoor Model 313,Sports,Outdoor,Brand36,19868.0,11679.0,41.22,Premium,0,1,2015
431,431,Outdoor Model 451,Sports,Outdoor,Brand36,24615.0,11478.0,53.37,Premium,0,1,2021
432,432,Outdoor Model 748,Sports,Outdoor,Brand05,9617.0,5961.0,38.02,Premium,0,0,2022
433,433,Mobile Phones Model 666,Electronics,Mobile Phones,Brand04,74249.0,31561.0,57.49,Luxury,0,1,2022
434,434,Furniture Model 440,Home & Kitchen,Furniture,Brand05,45206.0,26805.0,40.7,Luxury,0,1,2019
435,435,Tablets Model 587,Electronics,Tablets,Brand09,18664.0,7866.0,57.85,Premium,0,1,2017
436,436,Bedding Model 268,Home & Kitchen,Bedding,Brand38,12486.0,7950.0,36.33,Premium,0,1,2016
437,437,Staples Model 223,Grocery,Staples,Brand07,1763.0,873.0,50.48,Mid-Range,1,0,2017
438,438,Mobile Phones Model 142,Electronics,Mobile Phones,Brand15,62369.0,25115.0,59.73,Luxury,0,1,2019
439,439,Mobile Phones Model 224,Electronics,Mobile Phones,Brand03,34091.0,18620.0,45.38,Luxury,0,1,2015
440,440,Men Clothing Model 844,Fashion,Men Clothing,Brand12,3289.0,1709.0,48.04,Mid-Range,0,1,2017
441,441,Cookware Model 471,Home & Kitchen,Cookware,Brand23,10968.0,6774.0,38.24,Premium,0,1,2018
442,442,Fitness Equipment Model 198,Sports,Fitness Equipment,Brand02,29351.0,17212.0,41.36,Luxury,0,1,2015
443,443,Snacks Model 443,Grocery,Snacks,Brand24,567.0,285.0,49.74,Mid-Range,1,1,2020
444,444,Makeup Model 749,Beauty,Makeup,Brand09,398.0,223.0,43.97,Budget,0,0,2015
445,445,Appliances Model 593,Home & Kitchen,Appliances,Brand11,2618.0,1211.0,53.74,Mid-Range,0,1,2020
446,446,Staples Model 583,Grocery,Staples,Brand21,689.0,287.0,58.35,Mid-Range,1,1,2016
447,447,Fragrances Model 821,Beauty,Fragrances,Brand35,2516.0,1630.0,35.21,Mid-Range,0,1,2015
448,448,Men Clothing Model 717,Fashion,Men Clothing,Brand10,12172.0,5942.0,51.18,Premium,0,1,2016
449,449,Men Clothing Model 713,Fashion,Men Clothing,Brand27,6855.0,3259.0,52.46,Premium,0,1,2017
450,450,Furniture Model 787,Home & Kitchen,Furniture,Brand15,14888.0,8774.0,41.07,Premium,0,1,2020
451,451,Cricket Model 423,Sports,Cricket,Brand31,5994.0,3394.0,43.38,Premium,0,1,2022
452,452,Fitness Equipment Model 957,Sports,Fitness Equipment,Brand04,22163.0,14378.0,35.13,Premium,0,1,2021
453,453,Haircare Model 114,Beauty,Haircare,Brand10,164.0,71.0,56.71,Budget,0,1,2016
454,454,Mobile Phones Model 808,Electronics,Mobile Phones,Brand06,110877.0,57973.0,47.71,Luxury,0,0,2021
455,455,Accessories Model 913,Fashion,Accessories,Brand14,595.0,276.0,53.61,Mid-Range,0,1,2016
456,456,Snacks Model 302,Grocery,Snacks,Brand18,1069.0,508.0,52.48,Mid-Range,1,1,2018
457,457,Fitness Equipment Model 164,Sports,Fitness Equipment,Brand27,598.0,272.0,54.52,Mid-Range,0,1,2021
458,458,Staples Model 555,Grocery,Staples,Brand18,862.0,383.0,55.57,Mid-Range,1,1,2020
459,459,Beverages Model 441,Grocery,Beverages,Brand38,678.0,402.0,40.71,Mid-Range,1,1,2016
460,460,Haircare Model 636,Beauty,Haircare,Brand01,1868.0,995.0,46.73,Mid-Range,0,1,2022
461,461,Appliances Model 683,Home & Kitchen,Appliances,Brand20,22362.0,10321.0,53.85,Premium,0,0,2019
462,462,Women Clothing Model 773,Fashion,Women Clothing,Brand09,4475.0,2067.0,53.81,Mid-Range,0,1,2022
463,463,Beverages Model 760,Grocery,Beverages,Brand17,1345.0,605.0,55.02,Mid-Range,1,1,2022
464,464,Staples Model 705,Grocery,Staples,Brand23,1284.0,796.0,38.01,Mid-Range,1,1,2016
465,465,Appliances Model 417,Home & Kitchen,Appliances,Brand37,36654.0,16259.0,55.64,Luxury,0,1,2021
466,466,Furniture Model 508,Home & Kitchen,Furniture,Brand47,44987.0,22736.0,49.46,Luxury,0,1,2019
467,467,Cookware Model 387,Home & Kitchen,Cookware,Brand21,4385.0,2633.0,39.95,Mid-Range,0,0,2015
468,468,Snacks Model 381,Grocery,Snacks,Brand24,569.0,281.0,50.62,Mid-Range,1,1,2021
469,469,Accessories Model 607,Fashion,Accessories,Brand34,4855.0,2952.0,39.2,Mid-Range,0,1,2020
470,470,Laptops Model 926,Electronics,Laptops,Brand44,72489.0,43912.0,39.42,Luxury,0,1,2017
471,471,Women Clothing Model 735,Fashion,Women Clothing,Brand44,10662.0,4502.0,57.78,Premium,0,1,2017
472,472,Football Model 303,Sports,Football,Brand15,29533.0,13676.0,53.69,Luxury,0,1,2017
473,473,Beverages Model 508,Grocery,Beverages,Brand10,324.0,206.0,36.42,Budget,1,1,2016
474,474,Haircare Model 732,Beauty,Haircare,Brand47,1966.0,1157.0,41.15,Mid-Range,0,0,2020
475,475,Appliances Model 536,Home & Kitchen,Appliances,Brand03,9839.0,4604.0,53.21,Premium,0,1,2019
476,476,Women Clothing Model 864,Fashion,Women Clothing,Brand25,5176.0,2926.0,43.47,Premium,0,1,2022
477,477,Cricket Model 453,Sports,Cricket,Brand46,11965.0,5561.0,53.52,Premium,0,1,2021
478,478,Headphones Model 465,Electronics,Headphones,Brand15,92569.0,59467.0,35.76,Luxury,0,0,2018
479,479,Bedding Model 327,Home & Kitchen,Bedding,Brand17,47538.0,20343.0,57.21,Luxury,0,1,2018
480,480,Furniture Model 465,Home & Kitchen,Furniture,Brand48,35919.0,15595.0,56.58,Luxury,0,1,2019
481,481,Fitness Equipment Model 646,Sports,Fitness Equipment,Brand45,9164.0,3960.0,56.79,Premium,0,1,2016
482,482,Cricket Model 630,Sports,Cricket,Brand36,1925.0,907.0,52.88,Mid-Range,0,1,2022
483,483,Appliances Model 530,Home & Kitchen,Appliances,Brand48,31457.0,19614.0,37.65,Luxury,0,0,2019
484,484,Smart TV Model 843,Electronics,Smart TV,Brand36,114359.0,59717.0,47.78,Luxury,0,1,2020
485,485,Furniture Model 427,Home & Kitchen,Furniture,Brand30,20646.0,11365.0,44.95,Premium,0,1,2022
486,486,Cookware Model 844,Home & Kitchen,Cookware,Brand04,2567.0,1357.0,47.14,Mid-Range,0,1,2015
487,487,Cookware Model 410,Home & Kitchen,Cookware,Brand27,3906.0,1893.0,51.54,Mid-Range,0,1,2021
488,488,Mobile Phones Model 919,Electronics,Mobile Phones,Brand22,64950.0,28234.0,56.53,Luxury,0,1,2022
489,489,Football Model 195,Sports,Football,Brand33,25738.0,15264.0,40.69,Luxury,0,1,2022
490,490,Headphones Model 810,Electronics,Headphones,Brand48,18014.0,11162.0,38.04,Premium,0,1,2019
491,491,Staples Model 946,Grocery,Staples,Brand41,88.0,50.0,43.18,Budget,1,1,2020
492,492,Haircare Model 604,Beauty,Haircare,Brand34,4893.0,3177.0,35.07,Mid-Range,0,1,2021
493,493,Laptops Model 614,Electronics,Laptops,Brand09,119131.0,48746.0,59.08,Luxury,0,0,2021
494,494,Staples Model 839,Grocery,Staples,Brand20,175.0,101.0,42.29,Budget,1,1,2019
495,495,Furniture Model 507,Home & Kitchen,Furniture,Brand06,34346.0,17200.0,49.92,Luxury,0,1,2015
496,496,Footwear Model 492,Fashion,Footwear,Brand21,390.0,164.0,57.95,Budget,0,1,2019
497,497,Football Model 117,Sports,Football,Brand11,27747.0,14324.0,48.38,Luxury,0,1,2018
498,498,Snacks Model 494,Grocery,Snacks,Brand34,1368.0,749.0,45.25,Mid-Range,1,1,2017
499,499,Tablets Model 395,Electronics,Tablets,Brand18,48157.0,22489.0,53.3,Luxury,0,1,2017
500,500,Footwear Model 589,Fashion,Footwear,Brand01,3073.0,1709.0,44.39,Mid-Range,0,1,2017
501,501,Tablets Model 595,Electronics,Tablets,Brand01,107803.0,59733.0,44.59,Luxury,0,1,2016
