src_product_id,product_name,category,subcategory,brand,mrp,standard_cost,weight_kg,is_perishable,reorder_level,supplier_code,launch_date,is_active,etl_load_date
210,Dairy Model 204,Grocery,Dairy,Brand42,873.0,478.0,9.22,1,56,SUP032,2019-10-14,1,2026-05-24
211,Football Model 184,Sports,Football,Brand12,17352.0,9996.0,12.14,0,69,SUP039,2021-02-25,1,2026-05-24
212,Outdoor Model 628,Sports,Outdoor,Brand19,10081.0,5994.0,17.02,0,89,SUP048,2022-05-04,1,2026-05-24
213,Snacks Model 845,Grocery,Snacks,Brand15,1758.0,1036.0,16.07,1,90,SUP092,2016-05-25,1,2026-05-24
214,Cricket Model 360,Sports,Cricket,Brand32,28263.0,14812.0,13.18,0,23,SUP032,2018-12-04,0,2026-05-24
215,Outdoor Model 749,Sports,Outdoor,Brand24,26463.0,17189.0,14.15,0,63,SUP091,2021-03-01,1,2026-05-24
216,Accessories Model 873,Fashion,Accessories,Brand02,10061.0,5887.0,4.83,0,49,SUP025,2021-10-20,1,2026-05-24
217,Staples Model 632,Grocery,Staples,Brand47,207.0,111.0,3.76,1,73,SUP015,2016-02-04,1,2026-05-24
218,Makeup Model 184,Beauty,Makeup,Brand09,2802.0,1741.0,2.65,0,50,SUP074,2021-04-09,1,2026-05-24
219,Cricket Model 727,Sports,Cricket,Brand09,1552.0,786.0,6.58,0,24,SUP019,2022-02-08,1,2026-05-24
220,Footwear Model 676,Fashion,Footwear,Brand33,11696.0,6256.0,3.76,0,11,SUP065,2018-06-04,0,2026-05-24
221,Furniture Model 785,Home & Kitchen,Furniture,Brand05,7052.0,4148.0,15.31,0,23,SUP007,2018-09-28,1,2026-05-24
222,Tablets Model 779,Electronics,Tablets,Brand04,36203.0,14763.0,19.61,0,35,SUP086,2019-11-08,1,2026-05-24
223,Outdoor Model 995,Sports,Outdoor,Brand10,8677.0,5149.0,19.36,0,15,SUP045,2021-12-31,1,2026-05-24
224,Tablets Model 287,Electronics,Tablets,Brand25,115136.0,47643.0,7.76,0,68,SUP065,2016-08-05,1,2026-05-24
225,Bedding Model 833,Home & Kitchen,Bedding,Brand50,8942.0,3612.0,9.6,0,22,SUP093,2022-05-01,1,2026-05-24
226,Women Clothing Model 759,Fashion,Women Clothing,Brand15,1629.0,751.0,9.47,0,46,SUP021,2018-11-20,1,2026-05-24
227,Furniture Model 479,Home & Kitchen,Furniture,Brand32,7764.0,4516.0,7.95,0,28,SUP022,2017-11-12,1,2026-05-24
228,Appliances Model 794,Home & Kitchen,Appliances,Brand23,9436.0,3970.0,0.89,0,36,SUP100,2018-01-17,1,2026-05-24
229,Skincare Model 512,Beauty,Skincare,Brand23,4590.0,2528.0,19.41,0,93,SUP051,2017-12-30,1,2026-05-24
230,Dairy Model 678,Grocery,Dairy,Brand22,836.0,410.0,13.98,1,48,SUP090,2015-07-23,1,2026-05-24
231,Cookware Model 869,Home & Kitchen,Cookware,Brand14,36903.0,19992.0,0.74,0,89,SUP015,2021-01-08,1,2026-05-24
232,Snacks Model 322,Grocery,Snacks,Brand39,1228.0,783.0,2.17,1,87,SUP099,2019-03-06,1,2026-05-24
233,Fitness Equipment Model 448,Sports,Fitness Equipment,Brand03,12527.0,6975.0,4.68,0,16,SUP068,2017-05-07,1,2026-05-24
234,Bedding Model 439,Home & Kitchen,Bedding,Brand49,23297.0,12696.0,15.18,0,98,SUP018,2020-05-24,1,2026-05-24
235,Cricket Model 568,Sports,Cricket,Brand43,2452.0,997.0,5.19,0,85,SUP065,2017-03-12,1,2026-05-24
236,Football Model 523,Sports,Football,Brand16,22020.0,11325.0,14.89,0,68,SUP025,2020-09-04,1,2026-05-24
237,Fitness Equipment Model 893,Sports,Fitness Equipment,Brand17,9480.0,5457.0,14.99,0,36,SUP100,2022-12-21,1,2026-05-24
238,Headphones Model 840,Electronics,Headphones,Brand45,52736.0,25314.0,13.11,0,25,SUP072,2018-12-21,1,2026-05-24
239,Appliances Model 253,Home & Kitchen,Appliances,Brand13,18223.0,10604.0,10.48,0,16,SUP087,2016-10-10,1,2026-05-24
240,Skincare Model 427,Beauty,Skincare,Brand01,532.0,308.0,18.12,0,61,SUP098,2022-08-04,1,2026-05-24
241,Furniture Model 402,Home & Kitchen,Furniture,Brand04,36928.0,22045.0,4.09,0,73,SUP075,2017-04-11,1,2026-05-24
242,Snacks Model 277,Grocery,Snacks,Brand19,840.0,488.0,10.03,1,73,SUP006,2020-12-18,1,2026-05-24
243,Furniture Model 598,Home & Kitchen,Furniture,Brand29,1196.0,497.0,4.53,0,51,SUP085,2018-11-07,1,2026-05-24
244,Fragrances Model 560,Beauty,Fragrances,Brand44,1585.0,1029.0,6.34,0,89,SUP083,2017-03-09,1,2026-05-24
245,Furniture Model 747,Home & Kitchen,Furniture,Brand44,18738.0,10331.0,1.13,0,85,SUP018,2015-03-07,1,2026-05-24
246,Footwear Model 457,Fashion,Footwear,Brand31,1780.0,881.0,18.28,0,24,SUP016,2022-07-08,0,2026-05-24
247,Skincare Model 139,Beauty,Skincare,Brand49,1705.0,982.0,8.93,0,79,SUP011,2016-03-09,1,2026-05-24
248,Accessories Model 818,Fashion,Accessories,Brand03,12290.0,7385.0,8.02,0,53,SUP036,2019-08-17,1,2026-05-24
249,Staples Model 943,Grocery,Staples,Brand32,474.0,218.0,15.02,1,44,SUP034,2022-08-22,1,2026-05-24
250,Fitness Equipment Model 408,Sports,Fitness Equipment,Brand44,27769.0,17631.0,19.38,0,46,SUP016,2016-08-02,1,2026-05-24
251,Furniture Model 701,Home & Kitchen,Furniture,Brand48,49923.0,29345.0,17.39,0,50,SUP023,2021-02-17,1,2026-05-24
252,Tablets Model 148,Electronics,Tablets,Brand04,117023.0,71521.0,10.17,0,98,SUP022,2015-01-16,1,2026-05-24
253,Staples Model 461,Grocery,Staples,Brand21,109.0,55.0,11.83,1,48,SUP046,2017-12-11,1,2026-05-24
254,Snacks Model 996,Grocery,Snacks,Brand16,541.0,231.0,14.22,1,82,SUP011,2018-03-24,1,2026-05-24
255,Appliances Model 584,Home & Kitchen,Appliances,Brand46,32824.0,15160.0,17.97,0,81,SUP060,2020-09-17,1,2026-05-24
256,Dairy Model 924,Grocery,Dairy,Brand39,900.0,501.0,12.57,1,12,SUP096,2022-10-05,1,2026-05-24
257,Cricket Model 156,Sports,Cricket,Brand49,29094.0,13495.0,18.58,0,56,SUP010,2015-08-14,1,2026-05-24
258,Cookware Model 222,Home & Kitchen,Cookware,Brand13,1231.0,659.0,7.02,0,78,SUP086,2015-12-01,1,2026-05-24
259,Snacks Model 699,Grocery,Snacks,Brand16,1050.0,651.0,5.57,1,19,SUP035,2021-03-27,1,2026-05-24
260,Men Clothing Model 845,Fashion,Men Clothing,Brand13,6891.0,3331.0,19.31,0,44,SUP027,2017-07-21,1,2026-05-24
261,Cricket Model 759,Sports,Cricket,Brand01,9929.0,4999.0,12.44,0,43,SUP007,2018-01-18,1,2026-05-24
262,Laptops Model 758,Electronics,Laptops,Brand01,115116.0,68660.0,6.69,0,67,SUP069,2019-12-11,1,2026-05-24
263,Men Clothing Model 891,Fashion,Men Clothing,Brand04,10062.0,5617.0,7.98,0,32,SUP001,2022-02-04,1,2026-05-24
264,Appliances Model 134,Home & Kitchen,Appliances,Brand39,10167.0,5430.0,16.42,0,64,SUP004,2018-10-17,1,2026-05-24
265,Women Clothing Model 191,Fashion,Women Clothing,Brand09,1477.0,834.0,16.71,0,70,SUP027,2017-07-03,1,2026-05-24
266,Tablets Model 780,Electronics,Tablets,Brand01,18933.0,12301.0,14.18,0,39,SUP055,2019-07-04,1,2026-05-24
267,Football Model 961,Sports,Football,Brand34,18509.0,10137.0,17.69,0,18,SUP082,2022-08-11,1,2026-05-24
268,Fitness Equipment Model 816,Sports,Fitness Equipment,Brand11,24469.0,14143.0,11.96,0,47,SUP075,2020-10-10,1,2026-05-24
269,Accessories Model 689,Fashion,Accessories,Brand34,6905.0,3977.0,12.01,0,75,SUP023,2017-05-24,1,2026-05-24
270,Footwear Model 896,Fashion,Footwear,Brand42,2784.0,1770.0,9.96,0,78,SUP002,2017-01-11,1,2026-05-24
271,Cricket Model 319,Sports,Cricket,Brand09,21368.0,11986.0,19.05,0,18,SUP095,2022-03-24,1,2026-05-24
272,Beverages Model 689,Grocery,Beverages,Brand17,559.0,361.0,17.76,1,71,SUP012,2018-11-14,1,2026-05-24
273,Appliances Model 673,Home & Kitchen,Appliances,Brand14,7604.0,3731.0,17.93,0,100,SUP052,2022-07-05,1,2026-05-24
274,Women Clothing Model 501,Fashion,Women Clothing,Brand19,13815.0,6514.0,12.4,0,70,SUP007,2015-01-02,1,2026-05-24
275,Dairy Model 907,Grocery,Dairy,Brand43,684.0,336.0,2.87,1,55,SUP082,2021-07-06,1,2026-05-24
276,Fragrances Model 525,Beauty,Fragrances,Brand38,4887.0,2851.0,7.19,0,95,SUP055,2018-05-13,1,2026-05-24
277,Outdoor Model 212,Sports,Outdoor,Brand07,27357.0,15524.0,8.84,0,79,SUP080,2019-05-31,1,2026-05-24
278,Dairy Model 744,Grocery,Dairy,Brand13,908.0,538.0,16.05,1,88,SUP084,2019-05-26,1,2026-05-24
279,Smart TV Model 317,Electronics,Smart TV,Brand24,9549.0,4910.0,12.76,0,64,SUP068,2015-11-08,1,2026-05-24
280,Fitness Equipment Model 652,Sports,Fitness Equipment,Brand02,29429.0,12473.0,4.42,0,86,SUP018,2017-04-15,1,2026-05-24
281,Accessories Model 210,Fashion,Accessories,Brand21,10012.0,5563.0,13.04,0,96,SUP080,2015-07-25,1,2026-05-24
282,Skincare Model 490,Beauty,Skincare,Brand24,2356.0,1478.0,10.74,0,27,SUP031,2017-01-08,1,2026-05-24
283,Cookware Model 989,Home & Kitchen,Cookware,Brand23,6775.0,3906.0,16.81,0,19,SUP086,2022-01-24,1,2026-05-24
284,Cookware Model 907,Home & Kitchen,Cookware,Brand44,12436.0,6901.0,4.52,0,83,SUP085,2021-02-20,1,2026-05-24
285,Dairy Model 867,Grocery,Dairy,Brand39,315.0,145.0,5.32,1,85,SUP046,2020-01-04,1,2026-05-24
286,Furniture Model 988,Home & Kitchen,Furniture,Brand43,11702.0,6078.0,13.17,0,16,SUP018,2022-04-30,1,2026-05-24
287,Beverages Model 308,Grocery,Beverages,Brand20,365.0,157.0,11.88,1,87,SUP037,2022-06-29,1,2026-05-24
288,Women Clothing Model 972,Fashion,Women Clothing,Brand39,10867.0,6855.0,4.67,0,43,SUP100,2020-08-17,1,2026-05-24
289,Fragrances Model 278,Beauty,Fragrances,Brand29,3621.0,2174.0,6.84,0,35,SUP072,2016-09-10,1,2026-05-24
290,Tablets Model 731,Electronics,Tablets,Brand38,46335.0,25623.0,5.94,0,98,SUP068,2015-10-03,1,2026-05-24
291,Mobile Phones Model 394,Electronics,Mobile Phones,Brand05,119206.0,73070.0,19.01,0,78,SUP099,2021-07-14,1,2026-05-24
292,Footwear Model 762,Fashion,Footwear,Brand43,1762.0,825.0,17.96,0,46,SUP072,2018-07-03,1,2026-05-24
293,Laptops Model 336,Electronics,Laptops,Brand15,29644.0,12299.0,0.8,0,99,SUP082,2016-11-01,1,2026-05-24
294,Smart TV Model 216,Electronics,Smart TV,Brand38,15609.0,9448.0,8.35,0,69,SUP002,2020-11-08,1,2026-05-24
295,Outdoor Model 545,Sports,Outdoor,Brand36,8614.0,3814.0,5.78,0,84,SUP030,2020-08-28,1,2026-05-24
296,Fragrances Model 857,Beauty,Fragrances,Brand15,792.0,374.0,18.2,0,100,SUP035,2022-07-29,1,2026-05-24
297,Skincare Model 186,Beauty,Skincare,Brand28,3341.0,1508.0,13.05,0,77,SUP030,2019-02-22,1,2026-05-24
298,Cookware Model 697,Home & Kitchen,Cookware,Brand44,12595.0,8015.0,6.85,0,54,SUP037,2015-07-17,1,2026-05-24
299,Beverages Model 449,Grocery,Beverages,Brand07,1584.0,911.0,13.2,1,14,SUP048,2017-02-14,1,2026-05-24
300,Cricket Model 782,Sports,Cricket,Brand20,7833.0,4522.0,10.71,0,37,SUP058,2018-05-23,1,2026-05-24
301,Makeup Model 989,Beauty,Makeup,Brand09,3092.0,1257.0,19.1,0,64,SUP031,2017-02-06,1,2026-05-24
302,Accessories Model 577,Fashion,Accessories,Brand02,14199.0,6097.0,2.15,0,32,SUP013,2016-11-18,1,2026-05-24
303,Fitness Equipment Model 894,Sports,Fitness Equipment,Brand09,13858.0,8025.0,18.88,0,78,SUP004,2017-11-02,0,2026-05-24
304,Accessories Model 359,Fashion,Accessories,Brand11,429.0,198.0,19.25,0,25,SUP048,2017-05-10,1,2026-05-24
305,Beverages Model 694,Grocery,Beverages,Brand15,60.0,29.0,18.66,1,89,SUP041,2019-01-03,1,2026-05-24
306,Outdoor Model 258,Sports,Outdoor,Brand25,21291.0,11273.0,5.13,0,52,SUP100,2020-04-09,1,2026-05-24
307,Headphones Model 763,Electronics,Headphones,Brand04,51895.0,26202.0,14.91,0,47,SUP062,2015-11-16,1,2026-05-24
308,Mobile Phones Model 372,Electronics,Mobile Phones,Brand08,85977.0,37154.0,14.31,0,16,SUP068,2017-09-05,1,2026-05-24
309,Appliances Model 483,Home & Kitchen,Appliances,Brand18,41455.0,17041.0,5.8,0,57,SUP041,2016-09-05,1,2026-05-24
310,Appliances Model 483,Home & Kitchen,Appliances,Brand01,40034.0,25437.0,5.5,0,82,SUP072,2017-10-25,1,2026-05-24
311,Bedding Model 602,Home & Kitchen,Bedding,Brand25,25508.0,11019.0,18.53,0,60,SUP058,2021-11-24,1,2026-05-24
312,Headphones Model 858,Electronics,Headphones,Brand30,46123.0,23095.0,3.22,0,68,SUP018,2015-12-28,1,2026-05-24
313,Furniture Model 327,Home & Kitchen,Furniture,Brand15,46555.0,27629.0,8.74,0,87,SUP067,2017-12-05,1,2026-05-24
314,Fitness Equipment Model 476,Sports,Fitness Equipment,Brand05,886.0,450.0,5.6,0,36,SUP025,2016-06-17,1,2026-05-24
315,Football Model 505,Sports,Football,Brand37,4163.0,2658.0,15.78,0,39,SUP041,2015-01-17,1,2026-05-24
316,Snacks Model 632,Grocery,Snacks,Brand23,1473.0,639.0,18.19,1,73,SUP012,2016-06-12,0,2026-05-24
317,Headphones Model 390,Electronics,Headphones,Brand07,91945.0,55003.0,15.55,0,11,SUP054,2021-02-16,1,2026-05-24
318,Staples Model 981,Grocery,Staples,Brand30,456.0,229.0,14.54,1,55,SUP096,2020-09-01,1,2026-05-24
319,Makeup Model 920,Beauty,Makeup,Brand48,2671.0,1522.0,9.1,0,21,SUP065,2015-05-28,1,2026-05-24
320,Accessories Model 713,Fashion,Accessories,Brand47,14947.0,7915.0,3.79,0,99,SUP018,2019-11-11,1,2026-05-24
321,Fragrances Model 899,Beauty,Fragrances,Brand13,3671.0,1912.0,18.0,0,84,SUP076,2016-01-19,1,2026-05-24
322,Cricket Model 584,Sports,Cricket,Brand13,12051.0,5129.0,14.69,0,77,SUP093,2019-08-03,1,2026-05-24
323,Mobile Phones Model 187,Electronics,Mobile Phones,Brand36,61642.0,35066.0,11.27,0,20,SUP017,2017-03-28,1,2026-05-24
324,Fitness Equipment Model 195,Sports,Fitness Equipment,Brand04,2806.0,1246.0,1.36,0,49,SUP011,2021-07-10,1,2026-05-24
325,Football Model 656,Sports,Football,Brand38,3307.0,1658.0,15.89,0,94,SUP008,2019-02-03,1,2026-05-24
326,Makeup Model 240,Beauty,Makeup,Brand10,296.0,164.0,3.81,0,63,SUP074,2022-06-24,1,2026-05-24
327,Dairy Model 545,Grocery,Dairy,Brand41,1394.0,752.0,15.13,1,11,SUP054,2018-10-04,1,2026-05-24
328,Dairy Model 423,Grocery,Dairy,Brand07,1267.0,665.0,17.48,1,25,SUP031,2015-02-14,1,2026-05-24
329,Dairy Model 332,Grocery,Dairy,Brand34,192.0,121.0,15.4,1,61,SUP033,2020-08-07,1,2026-05-24
330,Headphones Model 373,Electronics,Headphones,Brand14,10270.0,6204.0,10.97,0,73,SUP066,2019-07-27,1,2026-05-24
331,Bedding Model 255,Home & Kitchen,Bedding,Brand30,21193.0,12703.0,19.03,0,89,SUP099,2021-06-30,1,2026-05-24
332,Haircare Model 440,Beauty,Haircare,Brand10,2728.0,1612.0,7.52,0,17,SUP016,2018-11-24,1,2026-05-24
333,Cricket Model 452,Sports,Cricket,Brand18,22065.0,13330.0,5.78,0,84,SUP063,2021-08-20,1,2026-05-24
334,Outdoor Model 391,Sports,Outdoor,Brand42,4968.0,2301.0,1.91,0,62,SUP020,2015-12-23,1,2026-05-24
335,Bedding Model 814,Home & Kitchen,Bedding,Brand23,30798.0,19218.0,14.87,0,78,SUP013,2019-10-17,1,2026-05-24
336,Cookware Model 886,Home & Kitchen,Cookware,Brand30,8383.0,4913.0,18.73,0,64,SUP061,2015-05-01,1,2026-05-24
337,Smart TV Model 520,Electronics,Smart TV,Brand06,112760.0,50237.0,10.85,0,59,SUP029,2021-08-09,1,2026-05-24
338,Tablets Model 442,Electronics,Tablets,Brand11,68375.0,29441.0,1.12,0,10,SUP072,2016-02-05,1,2026-05-24
339,Smart TV Model 557,Electronics,Smart TV,Brand34,85073.0,36570.0,16.21,0,98,SUP074,2022-05-15,1,2026-05-24
340,Cookware Model 417,Home & Kitchen,Cookware,Brand07,40839.0,19931.0,14.33,0,16,SUP076,2020-07-16,1,2026-05-24
341,Beverages Model 575,Grocery,Beverages,Brand31,175.0,107.0,11.66,1,56,SUP050,2021-09-27,1,2026-05-24
342,Smart TV Model 611,Electronics,Smart TV,Brand38,75335.0,44137.0,9.2,0,65,SUP082,2021-09-03,1,2026-05-24
343,Cookware Model 935,Home & Kitchen,Cookware,Brand15,14025.0,7432.0,2.93,0,10,SUP062,2020-08-02,1,2026-05-24
344,Outdoor Model 295,Sports,Outdoor,Brand16,1471.0,804.0,15.75,0,50,SUP040,2017-08-28,0,2026-05-24
345,Tablets Model 786,Electronics,Tablets,Brand46,79004.0,40592.0,4.87,0,45,SUP007,2021-06-28,1,2026-05-24
346,Football Model 671,Sports,Football,Brand02,25234.0,15759.0,13.32,0,32,SUP081,2018-07-22,1,2026-05-24
347,Fitness Equipment Model 186,Sports,Fitness Equipment,Brand46,17297.0,9894.0,5.69,0,22,SUP067,2017-05-08,1,2026-05-24
348,Staples Model 434,Grocery,Staples,Brand03,1253.0,527.0,14.65,1,88,SUP043,2015-01-11,1,2026-05-24
349,Outdoor Model 695,Sports,Outdoor,Brand42,24611.0,15329.0,2.29,0,27,SUP056,2020-04-18,1,2026-05-24
350,Women Clothing Model 640,Fashion,Women Clothing,Brand40,6924.0,3966.0,0.45,0,49,SUP005,2015-01-21,1,2026-05-24
351,Accessories Model 404,Fashion,Accessories,Brand45,3462.0,1613.0,11.74,0,41,SUP083,2016-11-03,1,2026-05-24
352,Football Model 177,Sports,Football,Brand31,3479.0,2173.0,14.67,0,45,SUP084,2018-08-01,1,2026-05-24
353,Fitness Equipment Model 452,Sports,Fitness Equipment,Brand42,20584.0,13108.0,17.17,0,88,SUP006,2015-12-25,1,2026-05-24
354,Dairy Model 311,Grocery,Dairy,Brand38,465.0,280.0,8.34,1,86,SUP088,2017-09-02,1,2026-05-24
355,Bedding Model 945,Home & Kitchen,Bedding,Brand25,17368.0,7641.0,0.73,0,52,SUP085,2019-11-07,1,2026-05-24
356,Skincare Model 225,Beauty,Skincare,Brand44,523.0,296.0,18.76,0,43,SUP065,2018-08-20,1,2026-05-24
357,Football Model 942,Sports,Football,Brand45,16992.0,8004.0,0.23,0,77,SUP100,2022-06-18,1,2026-05-24
358,Cricket Model 824,Sports,Cricket,Brand43,17515.0,7195.0,15.45,0,16,SUP094,2021-12-15,1,2026-05-24
359,Mobile Phones Model 151,Electronics,Mobile Phones,Brand47,61755.0,25796.0,18.13,0,66,SUP090,2022-12-07,1,2026-05-24
360,Outdoor Model 161,Sports,Outdoor,Brand22,29613.0,14135.0,4.86,0,77,SUP036,2022-06-29,1,2026-05-24
361,Smart TV Model 678,Electronics,Smart TV,Brand04,32191.0,15239.0,1.12,0,32,SUP100,2016-01-17,1,2026-05-24
362,Mobile Phones Model 142,Electronics,Mobile Phones,Brand09,97683.0,45800.0,1.56,0,76,SUP017,2021-05-27,1,2026-05-24
363,Outdoor Model 701,Sports,Outdoor,Brand34,11512.0,6842.0,0.4,0,66,SUP033,2017-06-22,1,2026-05-24
364,Fitness Equipment Model 588,Sports,Fitness Equipment,Brand24,27136.0,13213.0,19.15,0,70,SUP019,2017-07-13,1,2026-05-24
365,Women Clothing Model 166,Fashion,Women Clothing,Brand17,3880.0,2436.0,4.82,0,94,SUP066,2015-02-05,1,2026-05-24
366,Beverages Model 401,Grocery,Beverages,Brand30,978.0,578.0,8.25,1,85,SUP067,2018-03-19,1,2026-05-24
367,Headphones Model 351,Electronics,Headphones,Brand50,77429.0,44964.0,11.13,0,49,SUP060,2021-08-01,1,2026-05-24
368,Smart TV Model 882,Electronics,Smart TV,Brand25,91321.0,44177.0,18.2,0,35,SUP032,2020-10-05,1,2026-05-24
369,Beverages Model 119,Grocery,Beverages,Brand01,1398.0,621.0,17.57,1,17,SUP018,2022-08-18,1,2026-05-24
370,Tablets Model 822,Electronics,Tablets,Brand46,58549.0,32307.0,12.5,0,87,SUP099,2016-07-29,1,2026-05-24
371,Staples Model 121,Grocery,Staples,Brand16,1428.0,898.0,11.64,1,29,SUP042,2021-03-04,1,2026-05-24
372,Women Clothing Model 839,Fashion,Women Clothing,Brand19,7002.0,3221.0,1.91,0,88,SUP088,2015-07-23,1,2026-05-24
373,Accessories Model 374,Fashion,Accessories,Brand39,6192.0,2670.0,13.89,0,26,SUP055,2019-08-06,1,2026-05-24
374,Furniture Model 809,Home & Kitchen,Furniture,Brand20,20919.0,9374.0,6.39,0,59,SUP069,2021-02-21,1,2026-05-24
375,Makeup Model 934,Beauty,Makeup,Brand05,2308.0,965.0,17.74,0,24,SUP036,2022-06-23,1,2026-05-24
376,Haircare Model 314,Beauty,Haircare,Brand38,1407.0,764.0,16.72,0,94,SUP012,2017-02-19,1,2026-05-24
377,Smart TV Model 179,Electronics,Smart TV,Brand36,24218.0,15409.0,1.95,0,76,SUP037,2017-12-13,1,2026-05-24
378,Fitness Equipment Model 673,Sports,Fitness Equipment,Brand49,20143.0,9708.0,15.82,0,80,SUP094,2017-08-06,1,2026-05-24
379,Headphones Model 794,Electronics,Headphones,Brand23,117743.0,56544.0,19.59,0,87,SUP080,2020-03-31,1,2026-05-24
380,Accessories Model 100,Fashion,Accessories,Brand12,4078.0,2300.0,15.64,0,19,SUP080,2022-02-12,1,2026-05-24
381,Skincare Model 619,Beauty,Skincare,Brand07,2541.0,1367.0,17.59,0,38,SUP062,2020-09-22,1,2026-05-24
382,Men Clothing Model 805,Fashion,Men Clothing,Brand14,1440.0,816.0,15.64,0,28,SUP072,2017-03-14,1,2026-05-24
383,Cricket Model 705,Sports,Cricket,Brand36,15559.0,7368.0,9.52,0,81,SUP032,2019-01-24,1,2026-05-24
384,Outdoor Model 539,Sports,Outdoor,Brand47,29647.0,15610.0,5.61,0,38,SUP031,2017-01-28,1,2026-05-24
385,Laptops Model 927,Electronics,Laptops,Brand10,35307.0,16512.0,16.81,0,40,SUP045,2021-02-26,1,2026-05-24
386,Headphones Model 880,Electronics,Headphones,Brand14,50175.0,28138.0,18.73,0,38,SUP006,2018-04-28,1,2026-05-24
387,Outdoor Model 590,Sports,Outdoor,Brand41,19861.0,12127.0,18.59,0,55,SUP014,2019-04-15,1,2026-05-24
388,Football Model 822,Sports,Football,Brand47,11082.0,5277.0,1.08,0,78,SUP062,2015-08-07,1,2026-05-24
389,Outdoor Model 819,Sports,Outdoor,Brand32,20063.0,11824.0,2.84,0,100,SUP006,2020-12-06,1,2026-05-24
390,Cookware Model 534,Home & Kitchen,Cookware,Brand25,3448.0,2052.0,2.3,0,26,SUP041,2016-04-04,1,2026-05-24
391,Makeup Model 476,Beauty,Makeup,Brand03,1845.0,1022.0,15.85,0,77,SUP080,2017-07-17,0,2026-05-24
392,Men Clothing Model 414,Fashion,Men Clothing,Brand24,10738.0,6834.0,18.49,0,27,SUP022,2016-12-09,1,2026-05-24
393,Cookware Model 400,Home & Kitchen,Cookware,Brand29,18186.0,9869.0,7.75,0,29,SUP047,2017-01-01,1,2026-05-24
394,Bedding Model 914,Home & Kitchen,Bedding,Brand22,12452.0,7187.0,11.63,0,93,SUP092,2018-01-06,1,2026-05-24
395,Haircare Model 365,Beauty,Haircare,Brand07,1341.0,716.0,12.6,0,19,SUP073,2016-12-05,1,2026-05-24
396,Bedding Model 154,Home & Kitchen,Bedding,Brand30,32847.0,16703.0,19.82,0,17,SUP076,2015-11-06,1,2026-05-24
397,Accessories Model 565,Fashion,Accessories,Brand25,1745.0,1058.0,10.51,0,73,SUP048,2017-12-01,1,2026-05-24
398,Furniture Model 715,Home & Kitchen,Furniture,Brand20,24195.0,15656.0,8.09,0,55,SUP019,2017-05-17,1,2026-05-24
399,Haircare Model 908,Beauty,Haircare,Brand09,3594.0,2240.0,16.99,0,57,SUP038,2022-02-23,0,2026-05-24
400,Beverages Model 230,Grocery,Beverages,Brand41,216.0,101.0,10.39,1,65,SUP086,2015-05-08,1,2026-05-24
401,Outdoor Model 931,Sports,Outdoor,Brand20,1668.0,881.0,3.18,0,58,SUP083,2017-04-21,1,2026-05-24
402,Cookware Model 160,Home & Kitchen,Cookware,Brand06,6361.0,2945.0,8.77,0,92,SUP056,2020-05-12,1,2026-05-24
403,Skincare Model 164,Beauty,Skincare,Brand09,141.0,90.0,19.96,0,77,SUP073,2019-06-27,1,2026-05-24
404,Tablets Model 492,Electronics,Tablets,Brand23,61446.0,32621.0,7.42,0,62,SUP070,2016-02-06,1,2026-05-24
405,Beverages Model 513,Grocery,Beverages,Brand09,1938.0,836.0,10.62,1,37,SUP042,2016-04-30,1,2026-05-24
406,Furniture Model 993,Home & Kitchen,Furniture,Brand30,14915.0,9068.0,7.2,0,30,SUP011,2019-08-17,1,2026-05-24
407,Appliances Model 595,Home & Kitchen,Appliances,Brand26,8457.0,5022.0,7.83,0,98,SUP069,2017-01-01,1,2026-05-24
408,Fitness Equipment Model 743,Sports,Fitness Equipment,Brand23,3876.0,2405.0,1.88,0,36,SUP088,2018-10-07,1,2026-05-24
409,Fragrances Model 597,Beauty,Fragrances,Brand25,3821.0,1694.0,6.76,0,57,SUP058,2021-10-02,1,2026-05-24
410,Headphones Model 795,Electronics,Headphones,Brand21,33849.0,14186.0,17.08,0,65,SUP059,2015-09-02,1,2026-05-24
411,Football Model 179,Sports,Football,Brand45,3657.0,1982.0,8.83,0,57,SUP026,2019-05-27,1,2026-05-24
412,Cricket Model 118,Sports,Cricket,Brand22,17364.0,6955.0,10.04,0,82,SUP063,2022-02-05,1,2026-05-24
413,Accessories Model 213,Fashion,Accessories,Brand29,3099.0,1580.0,1.08,0,69,SUP081,2020-07-13,1,2026-05-24
414,Men Clothing Model 216,Fashion,Men Clothing,Brand05,14887.0,6231.0,2.21,0,93,SUP095,2021-06-07,1,2026-05-24
415,Appliances Model 761,Home & Kitchen,Appliances,Brand33,35368.0,14327.0,1.47,0,44,SUP044,2019-04-24,1,2026-05-24
416,Staples Model 306,Grocery,Staples,Brand41,1355.0,847.0,18.94,1,70,SUP086,2015-08-21,1,2026-05-24
417,Furniture Model 389,Home & Kitchen,Furniture,Brand23,28538.0,13299.0,4.89,0,55,SUP086,2017-07-04,0,2026-05-24
418,Dairy Model 953,Grocery,Dairy,Brand39,557.0,346.0,10.26,1,11,SUP009,2020-09-01,1,2026-05-24
419,Appliances Model 364,Home & Kitchen,Appliances,Brand30,39934.0,23883.0,0.89,0,53,SUP002,2022-09-16,1,2026-05-24
